OnsetRate,Modal,501,2.7242679595947266
OnsetRate,ENST-3,11019,13.728064060211182
OnsetRate,ENST-2,10319,12.64757490158081
SuperFlux,JKU,25827,25.566325902938843
SuperFlux,ENST-1,8813,11.12626600265503
SuperFlux,Modal,501,1.6453540325164795
SuperFlux,ENST-3,11019,13.889365196228027
SuperFlux,ENST-2,10319,15.04982304573059
CNN,JKU,25827,78.17279100418091
CNN,ENST-1,8813,33.03651404380798
CNN,Modal,501,4.8853089809417725
CNN,ENST-3,11019,40.56240200996399
CNN,ENST-2,10319,38.38342213630676
OnsetRate,JKU,25827,24.46392297744751
OnsetRate,ENST-1,8813,11.187092781066895
OnsetRate,Modal,501,2.5077309608459473
OnsetRate,ENST-3,11019,13.720743894577026
OnsetRate,ENST-2,10319,12.560660123825073
SuperFlux,JKU,25827,25.857070207595825
SuperFlux,ENST-1,8813,11.321346998214722
SuperFlux,Modal,501,1.6513190269470215
SuperFlux,ENST-3,11019,14.153358936309814
SuperFlux,ENST-2,10319,15.370859146118164
CNN,JKU,25827,78.22141695022583
CNN,ENST-1,8813,33.735790967941284
CNN,Modal,501,4.874209880828857
CNN,ENST-3,11019,38.765799045562744
CNN,ENST-2,10319,32.729249000549316
OnsetRate,JKU,25827,22.341253995895386
OnsetRate,ENST-1,8813,12.284695863723755
OnsetRate,Modal,501,1.8905079364776611
OnsetRate,ENST-3,11019,14.797194004058838
OnsetRate,ENST-2,10319,13.111897945404053
SuperFlux,JKU,25827,24.36733603477478
SuperFlux,ENST-1,8813,11.574210166931152
SuperFlux,Modal,501,1.6876378059387207
SuperFlux,ENST-3,11019,14.089779138565063
SuperFlux,ENST-2,10319,12.232079029083252
