Question,Genre,Measure,patternType,fileName,Fitness,Distance,Score
interestingness,latin,Hamming,Linear,Latin-Hamming-Linear-91-6.wav,91,6,2
interestingness,latin,Hamming,Linear,Latin-Hamming-Linear-91-6.wav,91,6,2
interestingness,latin,Hamming,Linear,Latin-Hamming-Linear-91-6.wav,91,6,3
interestingness,latin,Hamming,Linear,Latin-Hamming-Linear-91-6.wav,91,6,3
interestingness,latin,Hamming,Linear,Latin-Hamming-Linear-91-6.wav,91,6,3
interestingness,latin,Hamming,Linear,Latin-Hamming-Linear-91-6.wav,91,6,3
interestingness,latin,Hamming,Linear,Latin-Hamming-Linear-91-6.wav,91,6,3
interestingness,latin,Hamming,Linear,Latin-Hamming-Linear-91-6.wav,91,6,3
interestingness,latin,Hamming,Linear,Latin-Hamming-Linear-91-6.wav,91,6,3
interestingness,latin,Hamming,Linear,Latin-Hamming-Linear-91-6.wav,91,6,4
interestingness,latin,Hamming,Linear,Latin-Hamming-Linear-91-6.wav,91,6,4
interestingness,latin,Hamming,Linear,Latin-Hamming-Linear-91-6.wav,91,6,4
interestingness,latin,Hamming,Linear,Latin-Hamming-Linear-91-6.wav,91,6,4
interestingness,latin,Hamming,Linear,Latin-Hamming-Linear-91-6.wav,91,6,4
interestingness,latin,Hamming,Linear,Latin-Hamming-Linear-91-6.wav,91,6,4
interestingness,latin,Hamming,Linear,Latin-Hamming-Linear-91-6.wav,91,6,4
interestingness,latin,Hamming,Linear,Latin-Hamming-Linear-91-6.wav,91,6,4
interestingness,latin,Hamming,Linear,Latin-Hamming-Linear-91-6.wav,91,6,4
interestingness,latin,Hamming,Linear,Latin-Hamming-Linear-91-6.wav,91,6,4
interestingness,latin,Hamming,Linear,Latin-Hamming-Linear-91-6.wav,91,6,5
interestingness,latin,Hamming,Linear,Latin-Hamming-Linear-91-6.wav,91,6,5
interestingness,latin,Hamming,Parallel,Latin-Hamming-Parallel-77-15.wav,77,15,1
interestingness,latin,Hamming,Parallel,Latin-Hamming-Parallel-77-15.wav,77,15,2
interestingness,latin,Hamming,Parallel,Latin-Hamming-Parallel-77-15.wav,77,15,2
interestingness,latin,Hamming,Parallel,Latin-Hamming-Parallel-77-15.wav,77,15,2
interestingness,latin,Hamming,Parallel,Latin-Hamming-Parallel-77-15.wav,77,15,3
interestingness,latin,Hamming,Parallel,Latin-Hamming-Parallel-77-15.wav,77,15,3
interestingness,latin,Hamming,Parallel,Latin-Hamming-Parallel-77-15.wav,77,15,3
interestingness,latin,Hamming,Parallel,Latin-Hamming-Parallel-77-15.wav,77,15,3
interestingness,latin,Hamming,Parallel,Latin-Hamming-Parallel-77-15.wav,77,15,3
interestingness,latin,Hamming,Parallel,Latin-Hamming-Parallel-77-15.wav,77,15,3
interestingness,latin,Hamming,Parallel,Latin-Hamming-Parallel-77-15.wav,77,15,4
interestingness,latin,Hamming,Parallel,Latin-Hamming-Parallel-77-15.wav,77,15,4
interestingness,latin,Hamming,Parallel,Latin-Hamming-Parallel-77-15.wav,77,15,4
interestingness,latin,Hamming,Parallel,Latin-Hamming-Parallel-77-15.wav,77,15,4
interestingness,latin,Hamming,Parallel,Latin-Hamming-Parallel-77-15.wav,77,15,4
interestingness,latin,Hamming,Parallel,Latin-Hamming-Parallel-77-15.wav,77,15,4
interestingness,latin,Hamming,Parallel,Latin-Hamming-Parallel-77-15.wav,77,15,4
interestingness,latin,Hamming,Parallel,Latin-Hamming-Parallel-77-15.wav,77,15,5
interestingness,latin,Hamming,Parallel,Latin-Hamming-Parallel-77-15.wav,77,15,5
interestingness,latin,Hamming,Parallel,Latin-Hamming-Parallel-77-15.wav,77,15,5
interestingness,latin,Hamming,Parallel,Latin-Hamming-Parallel-77-15.wav,77,15,5
interestingness,latin,Hamming,Parallel,Latin-Hamming-Parallel-77-15.wav,77,15,5
interestingness,latin,Hamming,Parallel,Latin-Hamming-Parallel-83-11.wav,83,11,2
interestingness,latin,Hamming,Parallel,Latin-Hamming-Parallel-83-11.wav,83,11,2
interestingness,latin,Hamming,Parallel,Latin-Hamming-Parallel-83-11.wav,83,11,2
interestingness,latin,Hamming,Parallel,Latin-Hamming-Parallel-83-11.wav,83,11,2
interestingness,latin,Hamming,Parallel,Latin-Hamming-Parallel-83-11.wav,83,11,3
interestingness,latin,Hamming,Parallel,Latin-Hamming-Parallel-83-11.wav,83,11,4
interestingness,latin,Hamming,Parallel,Latin-Hamming-Parallel-83-11.wav,83,11,4
interestingness,latin,Hamming,Parallel,Latin-Hamming-Parallel-83-11.wav,83,11,4
interestingness,latin,Hamming,Parallel,Latin-Hamming-Parallel-83-11.wav,83,11,4
interestingness,latin,Hamming,Parallel,Latin-Hamming-Parallel-83-11.wav,83,11,4
interestingness,latin,Hamming,Parallel,Latin-Hamming-Parallel-83-11.wav,83,11,4
interestingness,latin,Hamming,Parallel,Latin-Hamming-Parallel-83-11.wav,83,11,4
interestingness,latin,Hamming,Parallel,Latin-Hamming-Parallel-83-11.wav,83,11,4
interestingness,latin,Hamming,Parallel,Latin-Hamming-Parallel-83-11.wav,83,11,4
interestingness,latin,Hamming,Parallel,Latin-Hamming-Parallel-83-11.wav,83,11,4
interestingness,latin,Hamming,Parallel,Latin-Hamming-Parallel-83-11.wav,83,11,4
interestingness,latin,Hamming,Parallel,Latin-Hamming-Parallel-83-11.wav,83,11,5
interestingness,latin,Hamming,Parallel,Latin-Hamming-Parallel-83-11.wav,83,11,5
interestingness,latin,Hamming,Parallel,Latin-Hamming-Parallel-83-11.wav,83,11,5
interestingness,latin,Hamming,Parallel,Latin-Hamming-Parallel-83-11.wav,83,11,5
interestingness,latin,Hamming,Parallel,Latin-Hamming-Parallel-83-11.wav,83,11,5
interestingness,latin,Hamming,Parallel,Latin-Hamming-Parallel-83-11.wav,83,11,5
interestingness,latin,Hamming,Parallel,Latin-Hamming-Parallel-92-5.wav,92,5,1
interestingness,latin,Hamming,Parallel,Latin-Hamming-Parallel-92-5.wav,92,5,1
interestingness,latin,Hamming,Parallel,Latin-Hamming-Parallel-92-5.wav,92,5,2
interestingness,latin,Hamming,Parallel,Latin-Hamming-Parallel-92-5.wav,92,5,2
interestingness,latin,Hamming,Parallel,Latin-Hamming-Parallel-92-5.wav,92,5,2
interestingness,latin,Hamming,Parallel,Latin-Hamming-Parallel-92-5.wav,92,5,2
interestingness,latin,Hamming,Parallel,Latin-Hamming-Parallel-92-5.wav,92,5,3
interestingness,latin,Hamming,Parallel,Latin-Hamming-Parallel-92-5.wav,92,5,3
interestingness,latin,Hamming,Parallel,Latin-Hamming-Parallel-92-5.wav,92,5,3
interestingness,latin,Hamming,Parallel,Latin-Hamming-Parallel-92-5.wav,92,5,3
interestingness,latin,Hamming,Parallel,Latin-Hamming-Parallel-92-5.wav,92,5,3
interestingness,latin,Hamming,Parallel,Latin-Hamming-Parallel-92-5.wav,92,5,3
interestingness,latin,Hamming,Parallel,Latin-Hamming-Parallel-92-5.wav,92,5,3
interestingness,latin,Hamming,Parallel,Latin-Hamming-Parallel-92-5.wav,92,5,3
interestingness,latin,Hamming,Parallel,Latin-Hamming-Parallel-92-5.wav,92,5,3
interestingness,latin,Hamming,Parallel,Latin-Hamming-Parallel-92-5.wav,92,5,3
interestingness,latin,Hamming,Parallel,Latin-Hamming-Parallel-92-5.wav,92,5,3
interestingness,latin,Hamming,Parallel,Latin-Hamming-Parallel-92-5.wav,92,5,3
interestingness,latin,Hamming,Parallel,Latin-Hamming-Parallel-92-5.wav,92,5,3
interestingness,latin,Hamming,Parallel,Latin-Hamming-Parallel-92-5.wav,92,5,4
interestingness,latin,Hamming,Parallel,Latin-Hamming-Parallel-92-5.wav,92,5,4
interestingness,latin,Hamming,Parallel,Latin-Hamming-Parallel-92-5.wav,92,5,5
interestingness,latin,Swap,Linear,Latin-Swap-Linear-05-21.wav,05,21,2
interestingness,latin,Swap,Linear,Latin-Swap-Linear-05-21.wav,05,21,2
interestingness,latin,Swap,Linear,Latin-Swap-Linear-05-21.wav,05,21,2
interestingness,latin,Swap,Linear,Latin-Swap-Linear-05-21.wav,05,21,2
interestingness,latin,Swap,Linear,Latin-Swap-Linear-05-21.wav,05,21,2
interestingness,latin,Swap,Linear,Latin-Swap-Linear-05-21.wav,05,21,2
interestingness,latin,Swap,Linear,Latin-Swap-Linear-05-21.wav,05,21,3
interestingness,latin,Swap,Linear,Latin-Swap-Linear-05-21.wav,05,21,3
interestingness,latin,Swap,Linear,Latin-Swap-Linear-05-21.wav,05,21,3
interestingness,latin,Swap,Linear,Latin-Swap-Linear-05-21.wav,05,21,3
interestingness,latin,Swap,Linear,Latin-Swap-Linear-05-21.wav,05,21,3
interestingness,latin,Swap,Linear,Latin-Swap-Linear-05-21.wav,05,21,3
interestingness,latin,Swap,Linear,Latin-Swap-Linear-05-21.wav,05,21,3
interestingness,latin,Swap,Linear,Latin-Swap-Linear-05-21.wav,05,21,4
interestingness,latin,Swap,Linear,Latin-Swap-Linear-05-21.wav,05,21,4
interestingness,latin,Swap,Linear,Latin-Swap-Linear-05-21.wav,05,21,4
interestingness,latin,Swap,Linear,Latin-Swap-Linear-05-21.wav,05,21,4
interestingness,latin,Swap,Linear,Latin-Swap-Linear-05-21.wav,05,21,4
interestingness,latin,Swap,Linear,Latin-Swap-Linear-05-21.wav,05,21,4
interestingness,latin,Swap,Linear,Latin-Swap-Linear-05-21.wav,05,21,4
interestingness,latin,Swap,Linear,Latin-Swap-Linear-05-21.wav,05,21,4
interestingness,latin,Swap,Linear,Latin-Swap-Linear-05-21.wav,05,21,5
interestingness,latin,Swap,Linear,Latin-Swap-Linear-14-6.wav,14,6,1
interestingness,latin,Swap,Linear,Latin-Swap-Linear-14-6.wav,14,6,1
interestingness,latin,Swap,Linear,Latin-Swap-Linear-14-6.wav,14,6,1
interestingness,latin,Swap,Linear,Latin-Swap-Linear-14-6.wav,14,6,1
interestingness,latin,Swap,Linear,Latin-Swap-Linear-14-6.wav,14,6,1
interestingness,latin,Swap,Linear,Latin-Swap-Linear-14-6.wav,14,6,2
interestingness,latin,Swap,Linear,Latin-Swap-Linear-14-6.wav,14,6,2
interestingness,latin,Swap,Linear,Latin-Swap-Linear-14-6.wav,14,6,2
interestingness,latin,Swap,Linear,Latin-Swap-Linear-14-6.wav,14,6,2
interestingness,latin,Swap,Linear,Latin-Swap-Linear-14-6.wav,14,6,2
interestingness,latin,Swap,Linear,Latin-Swap-Linear-14-6.wav,14,6,3
interestingness,latin,Swap,Linear,Latin-Swap-Linear-14-6.wav,14,6,3
interestingness,latin,Swap,Linear,Latin-Swap-Linear-14-6.wav,14,6,3
interestingness,latin,Swap,Linear,Latin-Swap-Linear-14-6.wav,14,6,3
interestingness,latin,Swap,Linear,Latin-Swap-Linear-14-6.wav,14,6,3
interestingness,latin,Swap,Linear,Latin-Swap-Linear-14-6.wav,14,6,4
interestingness,latin,Swap,Linear,Latin-Swap-Linear-14-6.wav,14,6,4
interestingness,latin,Swap,Linear,Latin-Swap-Linear-14-6.wav,14,6,4
interestingness,latin,Swap,Linear,Latin-Swap-Linear-14-6.wav,14,6,5
interestingness,latin,Swap,Linear,Latin-Swap-Linear-14-6.wav,14,6,5
interestingness,latin,Swap,Linear,Latin-Swap-Linear-14-6.wav,14,6,5
interestingness,latin,Swap,Linear,Latin-Swap-Linear-14-6.wav,14,6,5
interestingness,latin,Swap,Linear,Latin-Swap-Linear-33-2.wav,33,2,1
interestingness,latin,Swap,Linear,Latin-Swap-Linear-33-2.wav,33,2,2
interestingness,latin,Swap,Linear,Latin-Swap-Linear-33-2.wav,33,2,2
interestingness,latin,Swap,Linear,Latin-Swap-Linear-33-2.wav,33,2,2
interestingness,latin,Swap,Linear,Latin-Swap-Linear-33-2.wav,33,2,2
interestingness,latin,Swap,Linear,Latin-Swap-Linear-33-2.wav,33,2,2
interestingness,latin,Swap,Linear,Latin-Swap-Linear-33-2.wav,33,2,2
interestingness,latin,Swap,Linear,Latin-Swap-Linear-33-2.wav,33,2,3
interestingness,latin,Swap,Linear,Latin-Swap-Linear-33-2.wav,33,2,3
interestingness,latin,Swap,Linear,Latin-Swap-Linear-33-2.wav,33,2,3
interestingness,latin,Swap,Linear,Latin-Swap-Linear-33-2.wav,33,2,3
interestingness,latin,Swap,Linear,Latin-Swap-Linear-33-2.wav,33,2,3
interestingness,latin,Swap,Linear,Latin-Swap-Linear-33-2.wav,33,2,3
interestingness,latin,Swap,Linear,Latin-Swap-Linear-33-2.wav,33,2,3
interestingness,latin,Swap,Linear,Latin-Swap-Linear-33-2.wav,33,2,4
interestingness,latin,Swap,Linear,Latin-Swap-Linear-33-2.wav,33,2,4
interestingness,latin,Swap,Linear,Latin-Swap-Linear-33-2.wav,33,2,4
interestingness,latin,Swap,Linear,Latin-Swap-Linear-33-2.wav,33,2,4
interestingness,latin,Swap,Linear,Latin-Swap-Linear-33-2.wav,33,2,4
interestingness,latin,Swap,Linear,Latin-Swap-Linear-33-2.wav,33,2,4
interestingness,latin,Swap,Linear,Latin-Swap-Linear-33-2.wav,33,2,5
interestingness,latin,Swap,Linear,Latin-Swap-Linear-33-2.wav,33,2,5
interestingness,latin,Swap,Parallel,Latin-Swap-Parallel-15-26.wav,15,26,1
interestingness,latin,Swap,Parallel,Latin-Swap-Parallel-15-26.wav,15,26,1
interestingness,latin,Swap,Parallel,Latin-Swap-Parallel-15-26.wav,15,26,1
interestingness,latin,Swap,Parallel,Latin-Swap-Parallel-15-26.wav,15,26,1
interestingness,latin,Swap,Parallel,Latin-Swap-Parallel-15-26.wav,15,26,2
interestingness,latin,Swap,Parallel,Latin-Swap-Parallel-15-26.wav,15,26,2
interestingness,latin,Swap,Parallel,Latin-Swap-Parallel-15-26.wav,15,26,2
interestingness,latin,Swap,Parallel,Latin-Swap-Parallel-15-26.wav,15,26,2
interestingness,latin,Swap,Parallel,Latin-Swap-Parallel-15-26.wav,15,26,2
interestingness,latin,Swap,Parallel,Latin-Swap-Parallel-15-26.wav,15,26,3
interestingness,latin,Swap,Parallel,Latin-Swap-Parallel-15-26.wav,15,26,3
interestingness,latin,Swap,Parallel,Latin-Swap-Parallel-15-26.wav,15,26,3
interestingness,latin,Swap,Parallel,Latin-Swap-Parallel-15-26.wav,15,26,3
interestingness,latin,Swap,Parallel,Latin-Swap-Parallel-15-26.wav,15,26,3
interestingness,latin,Swap,Parallel,Latin-Swap-Parallel-15-26.wav,15,26,4
interestingness,latin,Swap,Parallel,Latin-Swap-Parallel-15-26.wav,15,26,4
interestingness,latin,Swap,Parallel,Latin-Swap-Parallel-15-26.wav,15,26,4
interestingness,latin,Swap,Parallel,Latin-Swap-Parallel-15-26.wav,15,26,4
interestingness,latin,Swap,Parallel,Latin-Swap-Parallel-15-26.wav,15,26,4
interestingness,latin,Swap,Parallel,Latin-Swap-Parallel-15-26.wav,15,26,4
interestingness,latin,Swap,Parallel,Latin-Swap-Parallel-15-26.wav,15,26,5
interestingness,latin,Swap,Parallel,Latin-Swap-Parallel-15-26.wav,15,26,5
interestingness,latin,Swap,Parallel,Latin-Swap-Parallel-31-11.wav,31,11,2
interestingness,latin,Swap,Parallel,Latin-Swap-Parallel-31-11.wav,31,11,2
interestingness,latin,Swap,Parallel,Latin-Swap-Parallel-31-11.wav,31,11,3
interestingness,latin,Swap,Parallel,Latin-Swap-Parallel-31-11.wav,31,11,3
interestingness,latin,Swap,Parallel,Latin-Swap-Parallel-31-11.wav,31,11,3
interestingness,latin,Swap,Parallel,Latin-Swap-Parallel-31-11.wav,31,11,3
interestingness,latin,Swap,Parallel,Latin-Swap-Parallel-31-11.wav,31,11,3
interestingness,latin,Swap,Parallel,Latin-Swap-Parallel-31-11.wav,31,11,3
interestingness,latin,Swap,Parallel,Latin-Swap-Parallel-31-11.wav,31,11,3
interestingness,latin,Swap,Parallel,Latin-Swap-Parallel-31-11.wav,31,11,4
interestingness,latin,Swap,Parallel,Latin-Swap-Parallel-31-11.wav,31,11,4
interestingness,latin,Swap,Parallel,Latin-Swap-Parallel-31-11.wav,31,11,4
interestingness,latin,Swap,Parallel,Latin-Swap-Parallel-31-11.wav,31,11,4
interestingness,latin,Swap,Parallel,Latin-Swap-Parallel-31-11.wav,31,11,4
interestingness,latin,Swap,Parallel,Latin-Swap-Parallel-31-11.wav,31,11,4
interestingness,latin,Swap,Parallel,Latin-Swap-Parallel-31-11.wav,31,11,4
interestingness,latin,Swap,Parallel,Latin-Swap-Parallel-31-11.wav,31,11,4
interestingness,latin,Swap,Parallel,Latin-Swap-Parallel-31-11.wav,31,11,5
interestingness,latin,Swap,Parallel,Latin-Swap-Parallel-31-11.wav,31,11,5
interestingness,latin,Swap,Parallel,Latin-Swap-Parallel-31-11.wav,31,11,5
interestingness,latin,Swap,Parallel,Latin-Swap-Parallel-31-11.wav,31,11,5
interestingness,latin,Swap,Parallel,Latin-Swap-Parallel-31-11.wav,31,11,5
interestingness,latin,Swap,Parallel,Latin-Swap-Parallel-54-5.wav,54,5,2
interestingness,latin,Swap,Parallel,Latin-Swap-Parallel-54-5.wav,54,5,2
interestingness,latin,Swap,Parallel,Latin-Swap-Parallel-54-5.wav,54,5,2
interestingness,latin,Swap,Parallel,Latin-Swap-Parallel-54-5.wav,54,5,2
interestingness,latin,Swap,Parallel,Latin-Swap-Parallel-54-5.wav,54,5,2
interestingness,latin,Swap,Parallel,Latin-Swap-Parallel-54-5.wav,54,5,2
interestingness,latin,Swap,Parallel,Latin-Swap-Parallel-54-5.wav,54,5,3
interestingness,latin,Swap,Parallel,Latin-Swap-Parallel-54-5.wav,54,5,3
interestingness,latin,Swap,Parallel,Latin-Swap-Parallel-54-5.wav,54,5,3
interestingness,latin,Swap,Parallel,Latin-Swap-Parallel-54-5.wav,54,5,3
interestingness,latin,Swap,Parallel,Latin-Swap-Parallel-54-5.wav,54,5,3
interestingness,latin,Swap,Parallel,Latin-Swap-Parallel-54-5.wav,54,5,3
interestingness,latin,Swap,Parallel,Latin-Swap-Parallel-54-5.wav,54,5,3
interestingness,latin,Swap,Parallel,Latin-Swap-Parallel-54-5.wav,54,5,4
interestingness,latin,Swap,Parallel,Latin-Swap-Parallel-54-5.wav,54,5,4
interestingness,latin,Swap,Parallel,Latin-Swap-Parallel-54-5.wav,54,5,4
interestingness,latin,Swap,Parallel,Latin-Swap-Parallel-54-5.wav,54,5,4
interestingness,latin,Swap,Parallel,Latin-Swap-Parallel-54-5.wav,54,5,4
interestingness,latin,Swap,Parallel,Latin-Swap-Parallel-54-5.wav,54,5,5
interestingness,latin,Swap,Parallel,Latin-Swap-Parallel-54-5.wav,54,5,5
interestingness,latin,Swap,Parallel,Latin-Swap-Parallel-54-5.wav,54,5,5
interestingness,latin,Swap,Parallel,Latin-Swap-Parallel-54-5.wav,54,5,5
interestingness,rock,Hamming,Linear,Rock-Hamming-Linear-64-23.wav,64,23,1
interestingness,rock,Hamming,Linear,Rock-Hamming-Linear-64-23.wav,64,23,2
interestingness,rock,Hamming,Linear,Rock-Hamming-Linear-64-23.wav,64,23,2
interestingness,rock,Hamming,Linear,Rock-Hamming-Linear-64-23.wav,64,23,2
interestingness,rock,Hamming,Linear,Rock-Hamming-Linear-64-23.wav,64,23,2
interestingness,rock,Hamming,Linear,Rock-Hamming-Linear-64-23.wav,64,23,2
interestingness,rock,Hamming,Linear,Rock-Hamming-Linear-64-23.wav,64,23,3
interestingness,rock,Hamming,Linear,Rock-Hamming-Linear-64-23.wav,64,23,3
interestingness,rock,Hamming,Linear,Rock-Hamming-Linear-64-23.wav,64,23,3
interestingness,rock,Hamming,Linear,Rock-Hamming-Linear-64-23.wav,64,23,4
interestingness,rock,Hamming,Linear,Rock-Hamming-Linear-64-23.wav,64,23,4
interestingness,rock,Hamming,Linear,Rock-Hamming-Linear-64-23.wav,64,23,4
interestingness,rock,Hamming,Linear,Rock-Hamming-Linear-64-23.wav,64,23,4
interestingness,rock,Hamming,Linear,Rock-Hamming-Linear-64-23.wav,64,23,4
interestingness,rock,Hamming,Linear,Rock-Hamming-Linear-64-23.wav,64,23,4
interestingness,rock,Hamming,Linear,Rock-Hamming-Linear-64-23.wav,64,23,4
interestingness,rock,Hamming,Linear,Rock-Hamming-Linear-64-23.wav,64,23,4
interestingness,rock,Hamming,Linear,Rock-Hamming-Linear-64-23.wav,64,23,4
interestingness,rock,Hamming,Linear,Rock-Hamming-Linear-64-23.wav,64,23,4
interestingness,rock,Hamming,Linear,Rock-Hamming-Linear-64-23.wav,64,23,5
interestingness,rock,Hamming,Linear,Rock-Hamming-Linear-64-23.wav,64,23,5
interestingness,rock,Hamming,Linear,Rock-Hamming-Linear-64-23.wav,64,23,5
interestingness,rock,Hamming,Linear,Rock-Hamming-Linear-77-15.wav,77,15,1
interestingness,rock,Hamming,Linear,Rock-Hamming-Linear-77-15.wav,77,15,2
interestingness,rock,Hamming,Linear,Rock-Hamming-Linear-77-15.wav,77,15,2
interestingness,rock,Hamming,Linear,Rock-Hamming-Linear-77-15.wav,77,15,2
interestingness,rock,Hamming,Linear,Rock-Hamming-Linear-77-15.wav,77,15,2
interestingness,rock,Hamming,Linear,Rock-Hamming-Linear-77-15.wav,77,15,2
interestingness,rock,Hamming,Linear,Rock-Hamming-Linear-77-15.wav,77,15,3
interestingness,rock,Hamming,Linear,Rock-Hamming-Linear-77-15.wav,77,15,3
interestingness,rock,Hamming,Linear,Rock-Hamming-Linear-77-15.wav,77,15,3
interestingness,rock,Hamming,Linear,Rock-Hamming-Linear-77-15.wav,77,15,4
interestingness,rock,Hamming,Linear,Rock-Hamming-Linear-77-15.wav,77,15,4
interestingness,rock,Hamming,Linear,Rock-Hamming-Linear-77-15.wav,77,15,4
interestingness,rock,Hamming,Linear,Rock-Hamming-Linear-77-15.wav,77,15,4
interestingness,rock,Hamming,Linear,Rock-Hamming-Linear-77-15.wav,77,15,4
interestingness,rock,Hamming,Linear,Rock-Hamming-Linear-77-15.wav,77,15,4
interestingness,rock,Hamming,Linear,Rock-Hamming-Linear-77-15.wav,77,15,5
interestingness,rock,Hamming,Linear,Rock-Hamming-Linear-77-15.wav,77,15,5
interestingness,rock,Hamming,Linear,Rock-Hamming-Linear-77-15.wav,77,15,5
interestingness,rock,Hamming,Linear,Rock-Hamming-Linear-77-15.wav,77,15,5
interestingness,rock,Hamming,Linear,Rock-Hamming-Linear-77-15.wav,77,15,5
interestingness,rock,Hamming,Linear,Rock-Hamming-Linear-77-15.wav,77,15,5
interestingness,rock,Hamming,Linear,Rock-Hamming-Linear-77-15.wav,77,15,5
interestingness,rock,Hamming,Linear,Rock-Hamming-Linear-91-6.wav,91,6,1
interestingness,rock,Hamming,Linear,Rock-Hamming-Linear-91-6.wav,91,6,1
interestingness,rock,Hamming,Linear,Rock-Hamming-Linear-91-6.wav,91,6,2
interestingness,rock,Hamming,Linear,Rock-Hamming-Linear-91-6.wav,91,6,2
interestingness,rock,Hamming,Linear,Rock-Hamming-Linear-91-6.wav,91,6,2
interestingness,rock,Hamming,Linear,Rock-Hamming-Linear-91-6.wav,91,6,2
interestingness,rock,Hamming,Linear,Rock-Hamming-Linear-91-6.wav,91,6,2
interestingness,rock,Hamming,Linear,Rock-Hamming-Linear-91-6.wav,91,6,2
interestingness,rock,Hamming,Linear,Rock-Hamming-Linear-91-6.wav,91,6,3
interestingness,rock,Hamming,Linear,Rock-Hamming-Linear-91-6.wav,91,6,3
interestingness,rock,Hamming,Linear,Rock-Hamming-Linear-91-6.wav,91,6,3
interestingness,rock,Hamming,Linear,Rock-Hamming-Linear-91-6.wav,91,6,3
interestingness,rock,Hamming,Linear,Rock-Hamming-Linear-91-6.wav,91,6,3
interestingness,rock,Hamming,Linear,Rock-Hamming-Linear-91-6.wav,91,6,3
interestingness,rock,Hamming,Linear,Rock-Hamming-Linear-91-6.wav,91,6,3
interestingness,rock,Hamming,Linear,Rock-Hamming-Linear-91-6.wav,91,6,4
interestingness,rock,Hamming,Linear,Rock-Hamming-Linear-91-6.wav,91,6,4
interestingness,rock,Hamming,Linear,Rock-Hamming-Linear-91-6.wav,91,6,4
interestingness,rock,Hamming,Linear,Rock-Hamming-Linear-91-6.wav,91,6,4
interestingness,rock,Hamming,Linear,Rock-Hamming-Linear-91-6.wav,91,6,4
interestingness,rock,Hamming,Linear,Rock-Hamming-Linear-91-6.wav,91,6,4
interestingness,rock,Hamming,Linear,Rock-Hamming-Linear-91-6.wav,91,6,5
interestingness,rock,Hamming,Parallel,Rock-Hamming-Parallel-77-15.wav,77,15,1
interestingness,rock,Hamming,Parallel,Rock-Hamming-Parallel-77-15.wav,77,15,2
interestingness,rock,Hamming,Parallel,Rock-Hamming-Parallel-77-15.wav,77,15,2
interestingness,rock,Hamming,Parallel,Rock-Hamming-Parallel-77-15.wav,77,15,2
interestingness,rock,Hamming,Parallel,Rock-Hamming-Parallel-77-15.wav,77,15,3
interestingness,rock,Hamming,Parallel,Rock-Hamming-Parallel-77-15.wav,77,15,3
interestingness,rock,Hamming,Parallel,Rock-Hamming-Parallel-77-15.wav,77,15,3
interestingness,rock,Hamming,Parallel,Rock-Hamming-Parallel-77-15.wav,77,15,3
interestingness,rock,Hamming,Parallel,Rock-Hamming-Parallel-77-15.wav,77,15,3
interestingness,rock,Hamming,Parallel,Rock-Hamming-Parallel-77-15.wav,77,15,4
interestingness,rock,Hamming,Parallel,Rock-Hamming-Parallel-77-15.wav,77,15,4
interestingness,rock,Hamming,Parallel,Rock-Hamming-Parallel-77-15.wav,77,15,4
interestingness,rock,Hamming,Parallel,Rock-Hamming-Parallel-77-15.wav,77,15,4
interestingness,rock,Hamming,Parallel,Rock-Hamming-Parallel-77-15.wav,77,15,4
interestingness,rock,Hamming,Parallel,Rock-Hamming-Parallel-77-15.wav,77,15,4
interestingness,rock,Hamming,Parallel,Rock-Hamming-Parallel-77-15.wav,77,15,4
interestingness,rock,Hamming,Parallel,Rock-Hamming-Parallel-77-15.wav,77,15,5
interestingness,rock,Hamming,Parallel,Rock-Hamming-Parallel-77-15.wav,77,15,5
interestingness,rock,Hamming,Parallel,Rock-Hamming-Parallel-77-15.wav,77,15,5
interestingness,rock,Hamming,Parallel,Rock-Hamming-Parallel-77-15.wav,77,15,5
interestingness,rock,Hamming,Parallel,Rock-Hamming-Parallel-77-15.wav,77,15,5
interestingness,rock,Hamming,Parallel,Rock-Hamming-Parallel-77-15.wav,77,15,5
interestingness,rock,Hamming,Parallel,Rock-Hamming-Parallel-86-9.wav,86,9,1
interestingness,rock,Hamming,Parallel,Rock-Hamming-Parallel-86-9.wav,86,9,2
interestingness,rock,Hamming,Parallel,Rock-Hamming-Parallel-86-9.wav,86,9,2
interestingness,rock,Hamming,Parallel,Rock-Hamming-Parallel-86-9.wav,86,9,2
interestingness,rock,Hamming,Parallel,Rock-Hamming-Parallel-86-9.wav,86,9,2
interestingness,rock,Hamming,Parallel,Rock-Hamming-Parallel-86-9.wav,86,9,2
interestingness,rock,Hamming,Parallel,Rock-Hamming-Parallel-86-9.wav,86,9,3
interestingness,rock,Hamming,Parallel,Rock-Hamming-Parallel-86-9.wav,86,9,3
interestingness,rock,Hamming,Parallel,Rock-Hamming-Parallel-86-9.wav,86,9,3
interestingness,rock,Hamming,Parallel,Rock-Hamming-Parallel-86-9.wav,86,9,3
interestingness,rock,Hamming,Parallel,Rock-Hamming-Parallel-86-9.wav,86,9,3
interestingness,rock,Hamming,Parallel,Rock-Hamming-Parallel-86-9.wav,86,9,3
interestingness,rock,Hamming,Parallel,Rock-Hamming-Parallel-86-9.wav,86,9,4
interestingness,rock,Hamming,Parallel,Rock-Hamming-Parallel-86-9.wav,86,9,4
interestingness,rock,Hamming,Parallel,Rock-Hamming-Parallel-86-9.wav,86,9,4
interestingness,rock,Hamming,Parallel,Rock-Hamming-Parallel-86-9.wav,86,9,4
