Algorithm,Measure,Value
CNN,recall,0.861244019138756
CNN,f-measure,0.9160305343511451
CNN,precision,0.9408866995073891
CNN,recall,0.9646464646464646
CNN,f-measure,0.9526184538653367
CNN,precision,0.9444444444444444
CNN,recall,0.937007874015748
CNN,f-measure,0.9407114624505929
CNN,precision,0.9655172413793104
CNN,recall,0.896
CNN,f-measure,0.9294605809128631
CNN,precision,0.9090909090909091
CNN,recall,0.9090909090909091
CNN,f-measure,0.9090909090909091
CNN,precision,0.9668508287292817
CNN,recall,0.8793969849246231
CNN,f-measure,0.9210526315789475
CNN,precision,0.9423076923076923
CNN,recall,0.9363057324840764
CNN,f-measure,0.939297124600639
CNN,precision,0.9647058823529412
CNN,recall,0.9425287356321839
CNN,f-measure,0.9534883720930232
CNN,precision,0.9463414634146341
CNN,recall,0.8778280542986425
CNN,f-measure,0.9107981220657276
CNN,precision,0.9863013698630136
CNN,recall,0.9171974522292994
CNN,f-measure,0.9504950495049506
CNN,precision,0.9150943396226415
CNN,recall,0.8290598290598291
CNN,f-measure,0.8699551569506727
CNN,precision,0.908256880733945
CNN,recall,0.8608695652173913
CNN,f-measure,0.8839285714285715
CNN,precision,0.8260869565217391
CNN,recall,0.5205479452054794
CNN,f-measure,0.6386554621848739
CNN,precision,1.0
CNN,recall,0.9683794466403162
CNN,f-measure,0.9839357429718876
CNN,precision,0.9647058823529412
CNN,recall,0.9318181818181818
CNN,f-measure,0.9479768786127167
CNN,precision,0.8
CNN,recall,0.2857142857142857
CNN,f-measure,0.4210526315789473
CNN,precision,0.9482758620689655
CNN,recall,0.8208955223880597
CNN,f-measure,0.8799999999999999
CNN,precision,1.0
CNN,recall,0.94
CNN,f-measure,0.9690721649484536
CNN,precision,0.9354838709677419
CNN,recall,0.90625
CNN,f-measure,0.9206349206349206
CNN,precision,1.0
CNN,recall,0.975
CNN,f-measure,0.9873417721518987
CNN,precision,1.0
CNN,recall,1.0
CNN,f-measure,1.0
CNN,precision,0.8333333333333334
CNN,recall,1.0
CNN,f-measure,0.9090909090909091
CNN,precision,1.0
CNN,recall,1.0
CNN,f-measure,1.0
CNN,precision,1.0
CNN,recall,1.0
CNN,f-measure,1.0
CNN,precision,1.0
CNN,recall,1.0
CNN,f-measure,1.0
CNN,precision,1.0
CNN,recall,1.0
CNN,f-measure,1.0
CNN,precision,1.0
CNN,recall,1.0
CNN,f-measure,1.0
CNN,precision,0.3333333333333333
CNN,recall,1.0
CNN,f-measure,0.5
CNN,precision,0.8333333333333334
CNN,recall,1.0
CNN,f-measure,0.9090909090909091
CNN,precision,1.0
CNN,recall,1.0
CNN,f-measure,1.0
CNN,precision,1.0
CNN,recall,1.0
CNN,f-measure,1.0
CNN,precision,0.5
CNN,recall,0.2
CNN,f-measure,0.28571428571428575
CNN,precision,1.0
CNN,recall,1.0
CNN,f-measure,1.0
CNN,precision,0.8
CNN,recall,1.0
CNN,f-measure,0.888888888888889
CNN,precision,0.8
CNN,recall,1.0
CNN,f-measure,0.888888888888889
CNN,precision,1.0
CNN,recall,1.0
CNN,f-measure,1.0
CNN,precision,0.11764705882352941
CNN,recall,1.0
CNN,f-measure,0.21052631578947367
CNN,precision,1.0
CNN,recall,0.8
CNN,f-measure,0.888888888888889
CNN,precision,1.0
CNN,recall,1.0
CNN,f-measure,1.0
CNN,precision,1.0
CNN,recall,1.0
CNN,f-measure,1.0
CNN,precision,1.0
CNN,recall,1.0
CNN,f-measure,1.0
CNN,precision,1.0
CNN,recall,1.0
CNN,f-measure,1.0
CNN,precision,1.0
CNN,recall,1.0
CNN,f-measure,1.0
CNN,precision,1.0
CNN,recall,1.0
CNN,f-measure,1.0
CNN,precision,1.0
CNN,recall,1.0
CNN,f-measure,1.0
CNN,precision,0.8333333333333334
CNN,recall,1.0
CNN,f-measure,0.9090909090909091
CNN,precision,0.8333333333333334
CNN,recall,1.0
CNN,f-measure,0.9090909090909091
CNN,precision,1.0
CNN,recall,0.8
CNN,f-measure,0.888888888888889
CNN,precision,0.8
CNN,recall,1.0
CNN,f-measure,0.888888888888889
CNN,precision,1.0
CNN,recall,1.0
CNN,f-measure,1.0
CNN,precision,0.9767441860465116
CNN,recall,1.0
CNN,f-measure,0.988235294117647
CNN,precision,0.9130434782608695
CNN,recall,0.9130434782608695
CNN,f-measure,0.9130434782608695
CNN,precision,0.9433962264150944
CNN,recall,0.9433962264150944
CNN,f-measure,0.9433962264150944
CNN,precision,0.9629629629629629
CNN,recall,0.9454545454545454
CNN,f-measure,0.9541284403669724
CNN,precision,0.9833333333333333
CNN,recall,0.8428571428571429
CNN,f-measure,0.9076923076923077
CNN,precision,0.8888888888888888
CNN,recall,1.0
CNN,f-measure,0.9411764705882353
CNN,precision,0.868421052631579
CNN,recall,1.0
CNN,f-measure,0.9295774647887324
CNN,precision,0.9428571428571428
CNN,recall,1.0
CNN,f-measure,0.9705882352941176
CNN,precision,0.9076923076923077
CNN,recall,0.9516129032258065
CNN,f-measure,0.9291338582677167
CNN,precision,0.896551724137931
CNN,recall,0.9454545454545454
CNN,f-measure,0.920353982300885
CNN,precision,0.8666666666666667
CNN,recall,0.8478260869565217
CNN,f-measure,0.8571428571428571
CNN,precision,1.0
CNN,recall,1.0
CNN,f-measure,1.0
CNN,precision,0.6944444444444444
CNN,recall,1.0
CNN,f-measure,0.819672131147541
CNN,precision,1.0
CNN,recall,0.96875
CNN,f-measure,0.9841269841269841
CNN,precision,0.9777777777777777
CNN,recall,0.9777777777777777
CNN,f-measure,0.9777777777777777
CNN,precision,0.963855421686747
CNN,recall,0.9302325581395349
CNN,f-measure,0.9467455621301776
CNN,precision,0.9724770642201835
CNN,recall,0.8091603053435115
CNN,f-measure,0.8833333333333333
CNN,precision,1.0
CNN,recall,1.0
CNN,f-measure,1.0
CNN,precision,1.0
CNN,recall,1.0
CNN,f-measure,1.0
CNN,precision,1.0
CNN,recall,1.0
CNN,f-measure,1.0
CNN,precision,0.9818181818181818
CNN,recall,1.0
CNN,f-measure,0.9908256880733944
CNN,precision,0.9814814814814815
CNN,recall,0.9298245614035088
CNN,f-measure,0.954954954954955
CNN,precision,0.88
CNN,recall,0.9565217391304348
CNN,f-measure,0.9166666666666666
CNN,precision,1.0
CNN,recall,1.0
CNN,f-measure,1.0
CNN,precision,1.0
CNN,recall,1.0
CNN,f-measure,1.0
CNN,precision,1.0
CNN,recall,0.6875
CNN,f-measure,0.8148148148148148
CNN,precision,0.9512195121951219
CNN,recall,0.9629629629629629
CNN,f-measure,0.9570552147239264
CNN,precision,0.8860759493670886
CNN,recall,0.875
CNN,f-measure,0.8805031446540881
CNN,precision,0.9850746268656716
CNN,recall,0.9041095890410958
CNN,f-measure,0.9428571428571428
CNN,precision,1.0
CNN,recall,1.0
CNN,f-measure,1.0
CNN,precision,1.0
CNN,recall,0.984375
CNN,f-measure,0.9921259842519685
CNN,precision,0.9846153846153847
CNN,recall,0.9142857142857143
CNN,f-measure,0.9481481481481482
CNN,precision,0.9827586206896551
CNN,recall,1.0
CNN,f-measure,0.9913043478260869
CNN,precision,0.9857142857142858
CNN,recall,0.971830985915493
CNN,f-measure,0.9787234042553192
CNN,precision,0.9863013698630136
CNN,recall,0.8888888888888888
CNN,f-measure,0.935064935064935
CNN,precision,0.7142857142857143
CNN,recall,0.7142857142857143
CNN,f-measure,0.7142857142857143
CNN,precision,0.9090909090909091
CNN,recall,0.9090909090909091
CNN,f-measure,0.9090909090909091
CNN,precision,1.0
CNN,recall,0.9642857142857143
CNN,f-measure,0.9818181818181818
CNN,precision,0.9122807017543859
CNN,recall,0.9629629629629629
CNN,f-measure,0.9369369369369369
CNN,precision,0.8245614035087719
CNN,recall,0.7833333333333333
CNN,f-measure,0.8034188034188033
CNN,precision,0.8588235294117647
CNN,recall,0.7684210526315789
CNN,f-measure,0.8111111111111111
CNN,precision,0.8112244897959183
CNN,recall,0.9754601226993865
CNN,f-measure,0.8857938718662953
CNN,precision,0.96875
CNN,recall,0.9051094890510949
CNN,f-measure,0.9358490566037736
CNN,precision,0.9742268041237113
CNN,recall,0.9130434782608695
CNN,f-measure,0.942643391521197
CNN,precision,0.9366197183098591
CNN,recall,0.8986486486486487
CNN,f-measure,0.9172413793103449
CNN,precision,0.9125
CNN,recall,0.874251497005988
CNN,f-measure,0.892966360856269
CNN,precision,0.9769820971867008
CNN,recall,0.8761467889908257
CNN,f-measure,0.9238210399032649
CNN,precision,0.9360613810741688
CNN,recall,0.8776978417266187
CNN,f-measure,0.905940594059406
CNN,precision,0.9281045751633987
CNN,recall,0.9435215946843853
CNN,f-measure,0.9357495881383855
CNN,precision,0.8934169278996865
CNN,recall,0.9105431309904153
CNN,f-measure,0.9018987341772152
CNN,precision,0.8717277486910995
CNN,recall,0.943342776203966
CNN,f-measure,0.9061224489795918
CNN,precision,0.8834586466165414
CNN,recall,0.9710743801652892
CNN,f-measure,0.9251968503937009
CNN,precision,0.9262899262899262
CNN,recall,0.9691516709511568
CNN,f-measure,0.9472361809045226
CNN,precision,0.7226720647773279
CNN,recall,0.8132118451025057
CNN,f-measure,0.765273311897106
CNN,precision,0.9440559440559441
CNN,recall,0.9060402684563759
CNN,f-measure,0.9246575342465754
CNN,precision,0.950207468879668
CNN,recall,0.8807692307692307
CNN,f-measure,0.9141716566866267
CNN,precision,0.9688385269121813
CNN,recall,0.8929503916449086
CNN,f-measure,0.9293478260869565
CNN,precision,0.8867924528301887
CNN,recall,0.912621359223301
CNN,f-measure,0.8995215311004785
CNN,precision,0.9603960396039604
CNN,recall,0.941747572815534
CNN,f-measure,0.9509803921568628
CNN,precision,0.9533678756476683
CNN,recall,0.9787234042553191
CNN,f-measure,0.9658792650918635
CNN,precision,0.9493670886075949
CNN,recall,0.8771929824561403
CNN,f-measure,0.911854103343465
CNN,precision,0.9096045197740112
CNN,recall,0.936046511627907
CNN,f-measure,0.9226361031518625
CNN,precision,0.9901960784313726
CNN,recall,0.9528301886792453
CNN,f-measure,0.9711538461538463
CNN,precision,0.9846938775510204
CNN,recall,0.8733031674208145
CNN,f-measure,0.9256594724220625
CNN,precision,0.9682539682539683
CNN,recall,0.9457364341085271
CNN,f-measure,0.9568627450980393
CNN,precision,0.9621212121212122
CNN,recall,0.9407407407407408
CNN,f-measure,0.951310861423221
CNN,precision,0.9311740890688259
CNN,recall,0.8984375
CNN,f-measure,0.9145129224652087
CNN,precision,0.0
CNN,recall,0.0
CNN,f-measure,0.0
CNN,precision,0.8333333333333334
CNN,recall,0.9375
CNN,f-measure,0.8823529411764706
CNN,precision,0.0
CNN,recall,0.0
CNN,f-measure,0.0
CNN,precision,1.0
CNN,recall,0.0
CNN,f-measure,0.0
CNN,precision,0.5
CNN,recall,1.0
CNN,f-measure,0.6666666666666666
CNN,precision,1.0
CNN,recall,1.0
CNN,f-measure,1.0
CNN,precision,1.0
CNN,recall,1.0
CNN,f-measure,1.0
CNN,precision,1.0
CNN,recall,1.0
CNN,f-measure,1.0
CNN,precision,1.0
CNN,recall,1.0
CNN,f-measure,1.0
CNN,precision,1.0
CNN,recall,0.0
CNN,f-measure,0.0
CNN,precision,1.0
CNN,recall,0.0
CNN,f-measure,0.0
CNN,precision,1.0
CNN,recall,1.0
CNN,f-measure,1.0
CNN,precision,1.0
CNN,recall,1.0
CNN,f-measure,1.0
CNN,precision,1.0
CNN,recall,1.0
CNN,f-measure,1.0
CNN,precision,0.5
CNN,recall,1.0
CNN,f-measure,0.6666666666666666
CNN,precision,1.0
CNN,recall,0.0
CNN,f-measure,0.0
CNN,precision,1.0
CNN,recall,0.6666666666666666
CNN,f-measure,0.8
CNN,precision,1.0
CNN,recall,0.8888888888888888
CNN,f-measure,0.9411764705882353
CNN,precision,0.8888888888888888
CNN,recall,0.8888888888888888
CNN,f-measure,0.8888888888888888
CNN,precision,1.0
CNN,recall,1.0
CNN,f-measure,1.0
CNN,precision,0.5
CNN,recall,1.0
CNN,f-measure,0.6666666666666666
CNN,precision,0.5
CNN,recall,1.0
CNN,f-measure,0.6666666666666666
CNN,precision,1.0
CNN,recall,1.0
CNN,f-measure,1.0
CNN,precision,1.0
CNN,recall,1.0
CNN,f-measure,1.0
CNN,precision,1.0
CNN,recall,1.0
CNN,f-measure,1.0
CNN,precision,0.875
CNN,recall,0.9333333333333333
CNN,f-measure,0.9032258064516129
CNN,precision,0.631578947368421
CNN,recall,0.8
CNN,f-measure,0.7058823529411765
CNN,precision,1.0
CNN,recall,1.0
CNN,f-measure,1.0
CNN,precision,0.5
CNN,recall,1.0
CNN,f-measure,0.6666666666666666
CNN,precision,0.4
CNN,recall,0.8
CNN,f-measure,0.5333333333333333
CNN,precision,0.875
CNN,recall,0.9333333333333333
CNN,f-measure,0.9032258064516129
CNN,precision,0.0
CNN,recall,0.0
CNN,f-measure,0.0
CNN,precision,0.5
CNN,recall,1.0
CNN,f-measure,0.6666666666666666
CNN,precision,0.6363636363636364
CNN,recall,0.875
CNN,f-measure,0.7368421052631579
CNN,precision,0.6153846153846154
CNN,recall,0.8888888888888888
CNN,f-measure,0.7272727272727274
CNN,precision,1.0
CNN,recall,1.0
CNN,f-measure,1.0
CNN,precision,0.0
CNN,recall,0.0
CNN,f-measure,0.0
CNN,precision,0.0
CNN,recall,0.0
CNN,f-measure,0.0
CNN,precision,0.8235294117647058
CNN,recall,0.8235294117647058
CNN,f-measure,0.8235294117647058
CNN,precision,0.9090909090909091
CNN,recall,0.8333333333333334
CNN,f-measure,0.8695652173913043
CNN,precision,1.0
CNN,recall,1.0
CNN,f-measure,1.0
CNN,precision,0.5
CNN,recall,1.0
CNN,f-measure,0.6666666666666666
CNN,precision,1.0
CNN,recall,0.9090909090909091
CNN,f-measure,0.9523809523809523
CNN,precision,1.0
CNN,recall,0.9166666666666666
CNN,f-measure,0.9565217391304348
CNN,precision,1.0
CNN,recall,0.8888888888888888
CNN,f-measure,0.9411764705882353
CNN,precision,0.6666666666666666
CNN,recall,0.8571428571428571
CNN,f-measure,0.75
CNN,precision,0.8
CNN,recall,1.0
CNN,f-measure,0.888888888888889
CNN,precision,0.6551724137931034
CNN,recall,0.7307692307692307
CNN,f-measure,0.6909090909090909
CNN,precision,1.0
CNN,recall,1.0
CNN,f-measure,1.0
CNN,precision,1.0
CNN,recall,1.0
CNN,f-measure,1.0
CNN,precision,1.0
CNN,recall,1.0
CNN,f-measure,1.0
CNN,precision,0.5
CNN,recall,0.5
CNN,f-measure,0.5
CNN,precision,0.5
CNN,recall,1.0
CNN,f-measure,0.6666666666666666
CNN,precision,0.5
CNN,recall,1.0
CNN,f-measure,0.6666666666666666
CNN,precision,1.0
CNN,recall,1.0
CNN,f-measure,1.0
CNN,precision,1.0
CNN,recall,1.0
CNN,f-measure,1.0
CNN,precision,0.9
CNN,recall,1.0
CNN,f-measure,0.9473684210526316
CNN,precision,0.8888888888888888
CNN,recall,0.8888888888888888
CNN,f-measure,0.8888888888888888
CNN,precision,1.0
CNN,recall,1.0
CNN,f-measure,1.0
CNN,precision,0.0
CNN,recall,0.0
CNN,f-measure,0.0
CNN,precision,1.0
CNN,recall,1.0
CNN,f-measure,1.0
CNN,precision,1.0
CNN,recall,1.0
CNN,f-measure,1.0
CNN,precision,1.0
CNN,recall,1.0
CNN,f-measure,1.0
CNN,precision,1.0
CNN,recall,1.0
CNN,f-measure,1.0
CNN,precision,0.8181818181818182
CNN,recall,0.8256880733944955
CNN,f-measure,0.821917808219178
CNN,precision,0.2777777777777778
CNN,recall,0.35714285714285715
CNN,f-measure,0.31250000000000006
CNN,precision,1.0
CNN,recall,0.9230769230769231
CNN,f-measure,0.9600000000000001
CNN,precision,1.0
CNN,recall,1.0
CNN,f-measure,1.0
CNN,precision,1.0
CNN,recall,1.0
CNN,f-measure,1.0
CNN,precision,0.6666666666666666
CNN,recall,0.8
CNN,f-measure,0.7272727272727272
CNN,precision,0.7741935483870968
CNN,recall,0.7741935483870968
CNN,f-measure,0.7741935483870968
CNN,precision,1.0
CNN,recall,1.0
CNN,f-measure,1.0
CNN,precision,1.0
CNN,recall,1.0
CNN,f-measure,1.0
CNN,precision,1.0
CNN,recall,1.0
CNN,f-measure,1.0
CNN,precision,0.8333333333333334
CNN,recall,1.0
CNN,f-measure,0.9090909090909091
CNN,precision,1.0
CNN,recall,1.0
CNN,f-measure,1.0
CNN,precision,1.0
CNN,recall,1.0
CNN,f-measure,1.0
CNN,precision,1.0
CNN,recall,1.0
CNN,f-measure,1.0
CNN,precision,0.8333333333333334
CNN,recall,1.0
CNN,f-measure,0.9090909090909091
CNN,precision,0.7142857142857143
CNN,recall,1.0
CNN,f-measure,0.8333333333333333
CNN,precision,1.0
CNN,recall,1.0
CNN,f-measure,1.0
CNN,precision,0.5833333333333334
CNN,recall,0.7
CNN,f-measure,0.6363636363636365
CNN,precision,1.0
CNN,recall,1.0
CNN,f-measure,1.0
CNN,precision,1.0
CNN,recall,1.0
CNN,f-measure,1.0
CNN,precision,1.0
CNN,recall,1.0
CNN,f-measure,1.0
CNN,precision,1.0
CNN,recall,1.0
CNN,f-measure,1.0
CNN,precision,1.0
CNN,recall,1.0
CNN,f-measure,1.0
CNN,precision,1.0
CNN,recall,1.0
CNN,f-measure,1.0
CNN,precision,1.0
CNN,recall,1.0
CNN,f-measure,1.0
CNN,precision,1.0
CNN,recall,1.0
CNN,f-measure,1.0
CNN,precision,1.0
CNN,recall,1.0
CNN,f-measure,1.0
CNN,precision,0.6666666666666666
CNN,recall,0.36363636363636365
CNN,f-measure,0.4705882352941177
CNN,precision,1.0
CNN,recall,1.0
CNN,f-measure,1.0
CNN,precision,1.0
CNN,recall,1.0
CNN,f-measure,1.0
CNN,precision,0.8
CNN,recall,0.8
CNN,f-measure,0.8000000000000002
CNN,precision,1.0
CNN,recall,1.0
CNN,f-measure,1.0
CNN,precision,0.6
CNN,recall,0.6
CNN,f-measure,0.6
CNN,precision,0.6
CNN,recall,0.6
CNN,f-measure,0.6
CNN,precision,0.0
CNN,recall,0.0
CNN,f-measure,0.0
CNN,precision,0.6
CNN,recall,0.6
CNN,f-measure,0.6
CNN,precision,1.0
CNN,recall,1.0
CNN,f-measure,1.0
CNN,precision,0.2608695652173913
CNN,recall,0.5
CNN,f-measure,0.3428571428571428
CNN,precision,1.0
CNN,recall,1.0
CNN,f-measure,1.0
CNN,precision,0.6666666666666666
CNN,recall,0.8
CNN,f-measure,0.7272727272727272
CNN,precision,1.0
CNN,recall,1.0
CNN,f-measure,1.0
CNN,precision,1.0
CNN,recall,1.0
CNN,f-measure,1.0
CNN,precision,1.0
CNN,recall,1.0
CNN,f-measure,1.0
CNN,precision,1.0
CNN,recall,1.0
CNN,f-measure,1.0
CNN,precision,0.8
CNN,recall,0.8
CNN,f-measure,0.8000000000000002
CNN,precision,1.0
CNN,recall,1.0
CNN,f-measure,1.0
CNN,precision,1.0
CNN,recall,1.0
CNN,f-measure,1.0
CNN,precision,0.8
CNN,recall,0.8
CNN,f-measure,0.8000000000000002
CNN,precision,1.0
CNN,recall,1.0
CNN,f-measure,1.0
CNN,precision,1.0
CNN,recall,1.0
CNN,f-measure,1.0
CNN,precision,1.0
CNN,recall,1.0
CNN,f-measure,1.0
CNN,precision,1.0
CNN,recall,1.0
CNN,f-measure,1.0
CNN,precision,1.0
CNN,recall,1.0
CNN,f-measure,1.0
CNN,precision,1.0
CNN,recall,1.0
CNN,f-measure,1.0
CNN,precision,1.0
CNN,recall,1.0
CNN,f-measure,1.0
CNN,precision,1.0
CNN,recall,1.0
CNN,f-measure,1.0
CNN,precision,1.0
CNN,recall,1.0
CNN,f-measure,1.0
CNN,precision,1.0
CNN,recall,1.0
CNN,f-measure,1.0
CNN,precision,0.9313725490196079
CNN,recall,0.9693877551020408
CNN,f-measure,0.95
CNN,precision,0.9523809523809523
CNN,recall,0.970873786407767
CNN,f-measure,0.9615384615384616
CNN,precision,0.9615384615384616
CNN,recall,0.9541984732824428
CNN,f-measure,0.9578544061302683
CNN,precision,0.8125
CNN,recall,1.0
CNN,f-measure,0.896551724137931
CNN,precision,0.9649122807017544
CNN,recall,1.0
CNN,f-measure,0.9821428571428572
CNN,precision,0.9074074074074074
CNN,recall,1.0
CNN,f-measure,0.9514563106796117
CNN,precision,0.9568965517241379
CNN,recall,0.9568965517241379
CNN,f-measure,0.9568965517241379
CNN,precision,0.9051724137931034
CNN,recall,0.9459459459459459
CNN,f-measure,0.9251101321585904
CNN,precision,0.9375
CNN,recall,0.974025974025974
CNN,f-measure,0.9554140127388535
